iter	RMSE
391	4.218105511
392	4.213918463
393	4.209745499
394	4.206178136
395	4.203939861
396	4.199235469
397	4.197726351
398	4.19698852
399	4.192267815
400	4.190996248
401	4.187887774
402	4.18638569
403	4.185837264
404	4.183648357
405	4.180012202
406	4.178367908
407	4.17618298
408	4.175475586
409	4.174029248
410	4.169906624
411	4.167074466
412	4.163450383
413	4.162141282
414	4.161380475
415	4.158041968
416	4.153101387
417	4.147442763
418	4.143174476
419	4.141802793
420	4.138038386
421	4.136792913
422	4.132180999
423	4.131404927
424	4.129559007
425	4.128808329
426	4.127501127
427	4.124231385
428	4.120342914
429	4.118023936
430	4.11476768
431	4.1111782
432	4.110686386
433	4.108476891
434	4.103104214
435	4.102940537
436	4.099938349
437	4.098497096
438	4.097343553
439	4.096788627
440	4.094900023
441	4.092071837
442	4.089339841
443	4.085499445
444	4.0801556
445	4.075330838
446	4.075078254
447	4.071271298
448	4.070938484
449	4.0681474
450	4.067291444
451	4.062863325
452	4.059516018
453	4.054285162
454	4.049865659
455	4.045385918
456	4.043010887
457	4.04098917
458	4.036933901
459	4.036477258
460	4.034211218
461	4.033423958
462	4.032370181
463	4.030466191
464	4.025581829
465	4.020468214
466	4.015677559
467	4.015347041
468	4.010924893
469	4.007575446
470	4.005910266
471	4.005429612
472	4.00222327
473	4.000571443
474	3.99955273
475	3.996973944
476	3.99544581
477	3.992867299
478	3.991373497
479	3.991204343
480	3.99105756
481	3.989898422
482	3.988540328
483	3.986417417
484	3.98459684
485	3.982359133
486	3.979341179
487	3.97673466
488	3.974315695
489	3.9741372
490	3.972850279
491	3.969605968
492	3.969184905
493	3.96680235
494	3.966635694
495	3.964256743
496	3.9606354
497	3.956097591
498	3.955332903
499	3.950095634
500	3.949265546
501	3.946433336
502	3.94427273
503	3.943559483
504	3.943393781
505	3.939466284
506	3.933298745
507	3.931628236
508	3.931179254
509	3.926862367
510	3.925170003
511	3.923338861
512	3.918506597
513	3.917780376
514	3.91650289
515	3.916125146
516	3.912011249
517	3.909162075
518	3.907378419
519	3.906130359
520	3.904340651
521	3.899048965
522	3.897879864
523	3.895174349
524	3.894460275
525	3.892239185
526	3.888413233
527	3.886531195
528	3.884420554
529	3.882660323
530	3.880414243
531	3.880263592
532	3.875655903
533	3.874422306
534	3.87054888
535	3.867915116
536	3.866751201
537	3.86338278
538	3.862835544
539	3.858880116
540	3.856599553
541	3.854620163
542	3.851568418
543	3.849895268
544	3.847016468
545	3.842894056
546	3.840220447
547	3.838604167
548	3.836236082
549	3.835805511
550	3.833625186
551	3.832034951
552	3.830399204
553	3.827698814
554	3.826913413
555	3.825137834
556	3.824154416
557	3.823183438
558	3.821352134
559	3.820361801
560	3.817811139
561	3.815947362
562	3.814467356
563	3.811234596
564	3.809833509
565	3.807382006
566	3.807268864
567	3.802027156
568	3.800294775
569	3.799377043
570	3.79725406
571	3.796642352
572	3.796160237
573	3.796074811
574	3.794919363
575	3.793901783
576	3.789433004
577	3.787515981
578	3.78364175
579	3.780434151
580	3.780170016
581	3.778341372
582	3.776067533
583	3.77572316
584	3.774664179
585	3.772241116
586	3.770259839
587	3.769617326
588	3.768687438
589	3.768320006
590	3.767959018
591	3.76428897
592	3.763354535
593	3.762275679
594	3.760991727
595	3.760292354
596	3.759060935
597	3.758566598
598	3.757120517
599	3.754160953
600	3.751841589
601	3.751625563
602	3.750523617
603	3.749335717
604	3.749116133
605	3.747569904
606	3.746951707
607	3.744587759
608	3.740260831
609	3.73801111
610	3.737049713
611	3.736162924
612	3.73521007
613	3.735140485
614	3.733072678
615	3.731203119
616	3.730078936
617	3.729235767
618	3.728877717
619	3.727492633
620	3.72636857
621	3.72504746
622	3.720561893
623	3.716021239
624	3.710179695
625	3.706945121
626	3.70589399
627	3.702880833
628	3.702758761
629	3.701769541
630	3.701155995
631	3.699161093
632	3.697100155
633	3.691207243
634	3.687896833
635	3.683276875
636	3.681419886
637	3.680255047
638	3.679684543
639	3.676021439
640	3.675836645
641	3.671143097
642	3.669639239
643	3.668568346
644	3.667305331
645	3.665113043
646	3.665008896
647	3.663172297
648	3.663012235
649	3.662485389
650	3.662360374
651	3.661354315
652	3.657865121
653	3.657741778
654	3.65572071
655	3.655352172
656	3.654377677
657	3.651929558
658	3.651415644
659	3.648622854
660	3.64583976
661	3.645651749
662	3.64471451
663	3.644569294
664	3.644517658
665	3.641426708
666	3.64039237
667	3.637139881
668	3.634966481
669	3.634568855
670	3.630055028
671	3.629788648
672	3.629635149
673	3.625053006
674	3.62401125
675	3.623342251
676	3.622142593
677	3.620560167
678	3.618032246
679	3.614772973
680	3.614047477
681	3.610595744
682	3.606084328
683	3.605841784
684	3.602404332
685	3.60235604
686	3.600565012
687	3.596923405
688	3.595674443
689	3.59529625
690	3.595025128
691	3.5918353
692	3.59058448
693	3.588627199
694	3.588134406
695	3.587311287
696	3.586477879
697	3.585600409
698	3.584877841
699	3.581668826
700	3.580209584
701	3.579063801
702	3.578542771
703	3.576557099
704	3.575433876
705	3.573203844
706	3.569840515
707	3.565722585
708	3.563339089
709	3.560565279
710	3.558524482
711	3.555715783
712	3.554261908
713	3.549619931
714	3.547898143
715	3.547005687
716	3.545493393
717	3.543483223
718	3.540805938
719	3.53772356
720	3.534381612
721	3.53282224
722	3.530991537
723	3.527893658
724	3.525810119
725	3.524633433
726	3.523434505
727	3.520963844
728	3.517195928
729	3.514603466
730	3.514047136
731	3.510956049
732	3.510371565
733	3.506964242
734	3.504787551
735	3.502651087
736	3.502261011
737	3.50068762
738	3.49950852
739	3.498530168
740	3.498384159
741	3.49759328
742	3.496801707
743	3.493638908
744	3.49228677
745	3.490566291
746	3.487368001
747	3.485684879
748	3.485546774
749	3.485444104
750	3.483956481
751	3.480301987
752	3.478499595
753	3.475378754
754	3.473578553
755	3.472373285
756	3.467836516
757	3.464750196
758	3.46177066
759	3.458805147
760	3.457928632
761	3.456285432
762	3.45624236
763	3.45504265
764	3.454590065
765	3.451304345
766	3.449938187
767	3.44796848
768	3.447005465
769	3.446839949
770	3.445069033
771	3.441368427
772	3.439425414
773	3.438312477
774	3.438188896
775	3.437547878
776	3.434204064
777	3.43323262
778	3.429810104
779	3.426597971
780	3.425091881
781	3.42491223
782	3.421144284
783	3.419910803
784	3.41883034
785	3.417970928
786	3.416745885
787	3.416191939
788	3.413150174
789	3.40889516
790	3.407957675
791	3.40777139
792	3.404137534
793	3.401997776
794	3.398843745
795	3.396114448
796	3.393242647
797	3.390296047
798	3.389648337
799	3.389453066
800	3.386184776
801	3.385394843
802	3.383740715
803	3.381528113
804	3.381240341
805	3.37991036
806	3.379209883
807	3.376215307
808	3.374204448
809	3.372425809
810	3.371700301
811	3.370271138
812	3.36936198
813	3.365941787
814	3.365119445
815	3.361777488
816	3.358987777
817	3.357449706
818	3.357408684
819	3.356618393
820	3.354778713
821	3.352575583
822	3.351130653
823	3.35066832
824	3.348564375
825	3.34537367
826	3.344137501
827	3.34231823
828	3.339732411
829	3.337999306
830	3.33739851
831	3.336361765
832	3.335738494
833	3.335289007
834	3.334748734
835	3.333901817
836	3.333230885
837	3.330216193
838	3.329547226
839	3.326286552
840	3.323829836
841	3.323615092
842	3.322261106
843	3.321165734
844	3.320230947
845	3.319205742
846	3.317604059
847	3.316505297
848	3.316149809
849	3.315516107
850	3.314584532
851	3.311155391
852	3.309636656
853	3.306711838
854	3.306510719
855	3.305520275
856	3.304858834
857	3.303547553
858	3.300556027
859	3.297219097
860	3.294853783
861	3.294181368
862	3.293276142
863	3.29289832
864	3.292721576
865	3.290404297
866	3.289531083
867	3.285697632
868	3.283586443
869	3.28331966
870	3.280515193
871	3.276746317
872	3.274624806
873	3.273660737
874	3.271341235
875	3.269980585
876	3.268389337
877	3.264805604
878	3.262613173
879	3.261587571
880	3.260859618
881	3.257663472
882	3.257122429
883	3.253792295
884	3.253190813
885	3.25053096
886	3.249352554
887	3.247854867
888	3.246141773
889	3.243555035
890	3.239028502
891	3.237762529
892	3.236794149
893	3.235961651
894	3.235333426
895	3.234130798
896	3.23054979
897	3.228741415
898	3.22773002
899	3.227593586
900	3.226923092
901	3.224926127
902	3.223725891
903	3.223372192
904	3.222606198
905	3.222235216
906	3.22139944
907	3.220650065
908	3.219157623
909	3.218237344
910	3.217413778
911	3.215416772
912	3.215107305
913	3.214324948
914	3.214209968
915	3.214004506
916	3.213316941
917	3.210428087
918	3.20848313
919	3.206953094
920	3.204151583
921	3.203906654
922	3.201500716
923	3.198731769
924	3.197986214
925	3.194962361
926	3.192723638
927	3.189525595
928	3.188864882
929	3.188481316
930	3.185793817
931	3.185129254
932	3.184126991
933	3.183755614
934	3.183027502
935	3.180511763
936	3.180289616
937	3.178169278
938	3.17506013
939	3.173268519
940	3.173171567
941	3.172174328
942	3.171641271
943	3.169048982
944	3.168390275
945	3.167657581
946	3.166879537
947	3.16615327
948	3.164647274
949	3.161953436
950	3.161203048
951	3.159667495
952	3.156900956
953	3.15662029
954	3.155879467
955	3.154954922
956	3.153474053
957	3.152930202
958	3.152875701
959	3.152742686
960	3.151389745
961	3.149119098
962	3.147570024
963	3.146782248
964	3.14420979
965	3.143258197
966	3.142916898
967	3.139769383
968	3.138110165
969	3.137179888
970	3.135730873
971	3.134280667
972	3.132927086
973	3.130667997
974	3.126335896
975	3.124061026
976	3.123890331
977	3.122336696
978	3.121064712
979	3.119578289
980	3.118079292
981	3.117770822
982	3.114984635
983	3.11412614
984	3.113968161
985	3.111976609
986	3.111272536
987	3.111063535
988	3.108102453
989	3.106656793
990	3.104636097
991	3.103657472
992	3.103115929
993	3.1024529
994	3.100717945
995	3.100329967
996	3.097357855
997	3.095445787
998	3.094584243
999	3.09147941
